內,nà,N,33736
兩,liǎng,L,33737
兪,yú,Y,33738
兯,han,H,33739
兲,tiān,T,33740
兺,ppun,P,33741
兾,jì,J,33742
兿,yì,Y,33743
冃,mào,M,33744
冄,rán,R,33745
円,yán,Y,33746
冇,mǎo,M,33747
冊,cè,C,33748
冋,jiōng,J,33749
冎,guǎ,G,33750
冏,jiōng,J,33751
冐,mào,M,33752
冑,zhòu,Z,33753
冓,gōu,G,33754
冔,xǔ,X,33755
冘,yóu,Y,33756
冚,kǎn,K,33757
冝,yí,Y,33758
冞,mí,M,33759
冟,shì,S,33760
冡,méng,M,33761
冣,jù,J,33762
冦,kòu,K,33763
冧,mín,M,33764
冨,fù,F,33765
冩,xiě,X,33766
冪,mì,M,33767
冭,tài,T,33768
冮,gāng,G,33769
冴,hù,H,33770
冸,pàn,P,33771
冹,fú,F,33772
冺,mǐn,M,33773
冾,qià,Q,33774
冿,jiān,J,33775
凁,sōu,S,33776
凂,měi,M,33777
凃,tú,T,33778
凅,gù,G,33779
凈,jìng,J,33780
凊,qìng,Q,33781
凍,dòng,D,33782
凎,gàn,G,33783
凐,yīn,Y,33784
凒,ái,A,33785
凓,lì,L,33786
凔,cāng,C,33787
凕,mǐng,M,33788
凖,zhǔn,Z,33789
凗,cuī,C,33790
凘,sī,S,33856
凙,duó,D,33857
凚,jìn,J,33858
凜,lǐn,L,33859
凞,xī,X,33860
凟,dòu,D,33861
凢,fán,F,33862
凣,fán,F,33863
凥,jū,J,33864
処,chǔ,C,33865
凧,zhēng,Z,33866
凨,fēng,F,33867
凩,mù,M,33868
凪,zhǐ,Z,33869
凬,fēng,F,33870
凮,fēng,F,33871
凱,kǎi,K,33872
凲,gān,G,33873
凴,píng,P,33874
凷,kuài,K,33875
凾,hán,H,33876
刄,rèn,R,33877
刅,chuāng,C,33878
刉,jī,J,33879
刋,qiàn,Q,33880
刌,cǔn,C,33881
刏,jī,J,33882
刐,dǎn,D,33883
刓,wán,W,33884
刔,jué,J,33885
刕,lí,L,33886
刜,fú,F,33887
刞,qù,Q,33888
刟,diāo,D,33889
刡,mǐn,M,33890
刢,líng,L,33891
刣,zhōng,Z,33892
別,bié,B,33893
刦,jié,J,33894
刧,jié,J,33895
刪,shān,S,33896
刬,chǎn,C,33897
刯,gēng,G,33898
刱,chuàng,C,33899
刲,kuī,K,33900
刴,duò,D,33901
刵,èr,E,33902
刼,jié,J,33903
刾,cì,C,33904
剄,jǐng,J,33905
剅,dōu,D,33906
剆,luǒ,L,33907
則,zé,Z,33908
剈,yuān,Y,33909
剉,cuò,C,33910
剋,kè,K,33911
剎,chà,C,33912
剏,chuàng,C,33913
剒,cuò,C,33914
剓,lí,L,33915
剕,fèi,F,33916
剗,chǎn,C,33917
剘,qí,Q,33918
剙,chuàng,C,33920
剚,zì,Z,33921
剛,gāng,G,33922
剝,bāo,B,33923
剟,duō,D,33924
剠,luè,L,33925
剢,dū,D,33926
剣,jiàn,J,33927
剤,jì,J,33928
剦,yān,Y,33929
剨,huò,H,33930
剫,dù,D,33931
剬,duān,D,33932
剭,wū,W,33933
剮,guǎ,G,33934
剰,shèng,S,33935
剱,jiàn,J,33936
剳,dá,D,33937
剴,ái,A,33938
創,chuàng,C,33939
剶,chuān,C,33940
剷,chǎn,C,33941
剸,tuán,T,33942
剹,lù,L,33943
剺,lí,L,33944
剻,pěng,P,33945
剼,shān,S,33946
剾,kōu,K,33947
劀,guā,G,33948
劃,huà,H,33949
劄,zhā,Z,33950
劅,zhú,Z,33951
劆,lián,L,33952
劇,jù,J,33953
劉,liú,L,33954
劊,guì,G,33955
劋,jiǎo,J,33956
劌,guì,G,33957
劍,jiàn,J,33958
劎,jiàn,J,33959
劏,tāng,T,33960
劑,jì,J,33961
劒,jiàn,J,33962
劔,jiàn,J,33963
劕,zhì,Z,33964
劖,chán,C,33965
劗,zuān,Z,33966
劘,mó,M,33967
劙,lí,L,33968
劚,zhú,Z,33969
劜,yà,Y,33970
劤,jìn,J,33971
劥,kēng,K,33972
劦,liè,L,33973
劧,zhǐ,Z,33974
劮,yì,Y,33975
劯,zhū,Z,33976
劰,mò,M,33977
労,láo,L,33978
劵,juàn,J,33979
劶,kǒu,K,33980
劷,yáng,Y,33981
劸,wā,W,33982
効,xiào,X,33983
劺,móu,M,33984
劻,kuāng,K,33985
劼,jié,J,33986
劽,liè,L,33987
勀,kè,K,33988
勁,jìn,J,33989
勂,gào,G,33990
勄,mǐn,M,33991
勅,chì,C,33992
勆,láng,L,33993
勈,yǒng,Y,33994
勊,kè,K,33995
勌,juān,J,33996
勍,qíng,Q,33997
勎,lù,L,33998
勏,bù,B,33999
勑,lài,L,34000
勓,kài,K,34001
勔,miǎn,M,34002
動,dòng,D,34003
勗,xù,X,34004
務,wù,W,34005
勚,yì,Y,34006
勛,xūn,X,34007
勜,yǎng,Y,34008
勝,shèng,S,34009
勞,láo,L,34010
勠,lù,L,34011
勡,piào,P,34012
勢,shì,S,34013
勣,jì,J,34014
勥,jiǎng,J,34015
勦,jiǎo,J,34016
勧,quàn,Q,34017
勨,xiàng,X,34018
勩,yì,Y,34019
勪,jué,J,34020
勫,fān,F,34021
勬,juān,J,34022
勭,dòng,D,34023
勮,jù,J,34024
勯,dān,D,34025
勱,mài,M,34026
勲,xūn,X,34027
勳,xūn,X,34028
勴,lǜ,L,34029
勵,lì,L,34030
勶,chè,C,34031
勷,xiāng,X,34032
勸,quàn,Q,34033
勻,yún,Y,34034
勼,jiū,J,34035
勽,bào,B,34036
匁,mangmi,M,34037
匂,bì,B,34038
匃,gài,G,34039
匄,gài,G,34040
匇,yì,Y,34041
匉,pēng,P,34042
匊,jū,J,34043
匋,yáo,Y,34044
匌,gé,G,34045
匎,è,E,34046
匑,gōng,G,34112
匒,dá,D,34113
匓,jiù,J,34114
匔,gōng,G,34115
匘,nǎo,N,34116
匛,jiù,J,34117
匜,yí,Y,34118
匞,jiàng,J,34119
匟,kàng,K,34120
匢,hū,H,34121
匤,qū,Q,34122
匥,fán,F,34123
匧,qiè,Q,34124
匨,zāng,Z,34125
匩,kuāng,K,34126
匫,hū,H,34127
匬,yǔ,Y,34128
匭,guǐ,G,34129
匯,huì,H,34130
匰,dān,D,34131
匱,kuì,K,34132
匲,lián,L,34133
匳,lián,L,34134
匴,suǎn,S,34135
匵,dú,D,34136
匶,jiù,J,34137
匷,jué,J,34138
匸,xì,X,34139
匼,ē,E,34140
匽,yǎn,Y,34141
區,qū,Q,34142
卂,xùn,X,34143
卄,niàn,N,34144
卆,zú,Z,34145
卋,shì,S,34146
卌,xì,X,34147
卍,wàn,W,34148
卐,wàn,W,34149
協,xié,X,34150
単,dān,D,34151
卙,jí,J,34152
卛,lǜ,L,34153
卝,guàn,G,34154
卥,xī,X,34155
卨,xiè,X,34156
卪,jié,J,34157
卬,áng,A,34158
卭,qióng,Q,34159
卲,shào,S,34160
卶,chǐ,C,34161
卹,sū,S,34162
卻,què,Q,34163
卼,kuǐ,K,34164
卽,jí,J,34165
卾,è,E,34166
厀,xī,X,34167
厁,san,S,34168
厃,yán,Y,34169
厇,zhé,Z,34170
厈,hǎn,H,34171
厊,yǎ,Y,34172
厎,dǐ,D,34173
厏,zhǎ,Z,34174
厐,páng,P,34176
厑,ae,A,34177
厒,qiè,Q,34178
厓,yá,Y,34179
厔,zhì,Z,34180
厖,máng,M,34181
厗,tí,T,34182
厙,shè,S,34183
厛,tīng,T,34184
厜,zuī,Z,34185
厞,fèi,F,34186
厠,cè,C,34187
厡,yuán,Y,34188
厤,lì,L,34189
厧,diān,D,34190
厪,jǐn,J,34191
厫,áo,A,34192
厬,guǐ,G,34193
厭,yàn,Y,34194
厯,lì,L,34195
厰,ān,A,34196
厱,lán,L,34197
厲,lì,L,34198
厳,yán,Y,34199
厴,yǎn,Y,34200
厵,yuán,Y,34201
厷,gōng,G,34202
厸,miǎn,M,34203
厹,qiú,Q,34204
厺,qū,Q,34205
厼,keum,K,34206
厽,lěi,L,34207
厾,dū,D,34208
叀,huì,H,34209
參,cān,C,34210
叄,shēn,S,34211
叅,shēn,S,34212
叆,ài,A,34213
叇,dài,D,34214
収,shōu,S,34215
叏,guài,G,34216
叐,bá,B,34217
叒,ruò,R,34218
叓,lì,L,34219
叕,yǐ,Y,34220
叚,jiǎ,J,34221
叜,sōu,S,34222
叝,jí,J,34223
叞,wèi,W,34224
叡,ruì,R,34225
叢,cóng,C,34226
叧,guǎ,G,34227
叴,qiú,Q,34228
叺,chǐ,C,34229
叾,dug,D,34230
叿,hōng,H,34231
吀,miē,M,34232
吂,máng,M,34233
吅,xuān,X,34234
吇,jí,J,34235
吋,duò,D,34236
吔,yē,Y,34237
吘,ǒu,O,34238
吙,huō,H,34239
吚,yī,Y,34240
吜,chǒu,C,34241
吢,qìn,Q,34242
吤,gè,G,34243
吥,bù,B,34244
吪,é,E,34245
吰,hóng,H,34246
吳,wú,W,34247
吶,nà,N,34248
吷,jué,J,34249
吺,dōu,D,34250
吽,ōu,O,34251
吿,gào,G,34252
呁,jun4,J,34253
呂,lǚ,L,34254
呄,gé,G,34255
呅,wěn,W,34256
呇,qǐ,Q,34257
呉,wú,W,34258
呌,jiào,J,34259
呍,yún,Y,34260
呎,chǐ,C,34261
呏,shēng,S,34262
呑,tiān,T,34263
呚,wěn,W,34264
呝,è,E,34265
呞,shī,S,34266
呟,juǎn,J,34267
呠,pěn,P,34268
呡,wěn,W,34269
呣,móu,M,34270
呥,rán,R,34271
呧,dǐ,D,34272
呩,shì,S,34273
呪,zhòu,Z,34274
呫,tiè,T,34275
呬,xì,X,34276
呭,yì,Y,34277
呮,qì,Q,34278
呯,píng,P,34279
呰,zǐ,Z,34280
呴,hǒu,H,34281
呹,yì,Y,34282
呺,háo,H,34283
呾,yà,Y,34284
呿,kā,K,34285
咁,hán,H,34286
咃,tuō,T,34287
咅,pǒu,P,34288
咇,bì,B,34289
咈,fú,F,34290
咉,yāng,Y,34291
咊,hé,H,34292
咍,tāi,T,34293
咑,dā,D,34294
咓,wǎ,W,34295
咗,zuo,Z,34296
咘,bù,B,34297
咜,tā,T,34298
咞,xián,X,34299
咟,huò,H,34300
咠,qì,Q,34301
咡,ér,E,34302
咢,è,E,34368
咥,xī,X,34369
咮,zhòu,Z,34370
咰,xún,X,34371
咲,xiào,X,34372
咵,kuǎ,K,34373
咶,huài,H,34374
咷,táo,T,34375
咹,è,E,34376
咺,xuān,X,34377
咼,wāi,W,34378
咾,lǎo,L,34379
哃,tóng,T,34380
哅,xiōng,X,34381
哊,yòu,Y,34382
哋,mì,M,34383
哖,nián,N,34384
哘,xíng,X,34385
哛,ppun,P,34386
哠,hào,H,34387
員,yuán,Y,34388
哢,kā,K,34389
哣,pǒu,P,34390
哤,máng,M,34391
哫,zú,Z,34392
哬,hé,H,34393
哯,xiàn,X,34394
哰,láo,L,34395
哱,bèi,B,34396
哴,láng,L,34397
哵,bā,B,34398
哶,miē,M,34399
哷,liè,L,34400
哸,suī,S,34401
哹,fú,F,34402
哻,hān,H,34403
哾,yuè,Y,34404
唀,yòu,Y,34405
唂,gū,G,34406
唃,gū,G,34407
唄,bei,B,34408
唅,hán,H,34409
唈,yì,Y,34410
唊,jiá,J,34411
唋,tū,T,34412
唌,yán,Y,34413
唍,wǎn,W,34414
唎,lī,L,34415
唒,qiú,Q,34416
唓,chē,C,34417
唕,zào,Z,34418
唖,yā,Y,34419
唗,dōu,D,34420
唘,qǐ,Q,34421
唙,dí,D,34422
唚,qìn,Q,34423
唜,mas,M,34424
唝,gǒng,G,34425
唞,teo,T,34426
唟,keos,K,34427
唡,liǎng,L,34428
唥,lang,L,34429
唦,shā,S,34430
唨,zo,Z,34432
唩,wō,W,34433
唫,yín,Y,34434
唭,qì,Q,34435
唲,ér,E,34436
唴,qiàng,Q,34437
唵,ǎn,A,34438
唶,jiè,J,34439
唸,diàn,D,34440
唹,yū,Y,34441
唺,tiǎn,T,34442
唻,lài,L,34443
唽,xī,X,34444
啀,ái,A,34445
啂,nǒu,N,34446
啅,zhào,Z,34447
啇,dì,D,34448
啈,è,E,34449
啋,xiāo,X,34450
啌,qiāng,Q,34451
啍,tūn,T,34452
啎,wǔ,W,34453
問,wèn,W,34454
啑,dié,D,34455
啒,gǔ,G,34456
啓,qǐ,Q,34457
啔,qǐ,Q,34458
啗,dàn,D,34459
啘,yè,Y,34460
啙,zǐ,Z,34461
啚,bǐ,B,34462
啛,cuì,C,34463
啝,hé,H,34464
啞,yǎ,Y,34465
啟,qǐ,Q,34466
啠,zhé,Z,34467
啢,liǎng,L,34468
啣,xián,X,34469
啨,yīng,Y,34470
啩,guǎ,G,34471
啫,zē,Z,34472
啯,guō,G,34473
啰,luō,L,34474
啱,ngam,N,34475
啲,dī,D,34476
啳,jué,J,34477
啴,tān,T,34478
啹,geu,G,34479
啺,táng,T,34480
啽,ān,A,34481
啿,dàn,D,34482
喅,yù,Y,34483
喆,zhé,Z,34484
喌,zhōu,Z,34485
喍,chái,C,34486
喎,wāi,W,34487
喐,yù,Y,34488
喒,zǎn,Z,34489
喓,yāo,Y,34490
喕,miǎn,M,34491
喖,hú,H,34492
喗,yǔn,Y,34493
喚,huàn,H,34494
喛,yuán,Y,34495
喞,jī,J,34496
喠,zhǒng,Z,34497
喡,wéi,W,34498
喢,chè,C,34499
喣,xù,X,34500
喤,huáng,H,34501
喥,duó,D,34502
喦,niè,N,34503
喨,liàng,L,34504
喩,yú,Y,34505
喪,sàng,S,34506
喫,kài,K,34507
喬,qiáo,Q,34508
喭,yǎn,Y,34509
單,dān,D,34510
喯,bēn,B,34511
喰,cān,C,34512
喲,yō,Y,34513
喴,wēi,W,34514
営,yíng,Y,34515
喸,phos,P,34516
喺,béi,B,34517
喼,gib,G,34518
喿,qiāo,Q,34519
嗀,gǔ,G,34520
嗁,tí,T,34521
嗂,yáo,Y,34522
嗃,hè,H,34523
嗆,qiàng,Q,34524
嗇,sè,S,34525
嗈,yōng,Y,34526
嗊,gǒng,G,34527
嗋,xié,X,34528
嗎,ma,M,34529
嗏,chā,C,34530
嗐,hài,H,34531
嗕,rù,R,34532
嗗,wā,W,34533
嗘,jī,J,34534
嗙,bēng,B,34535
嗚,wū,W,34536
嗛,qiàn,Q,34537
嗞,zī,Z,34538
嗠,lào,L,34539
嗢,wà,W,34540
嗩,suǒ,S,34542
嗭,cis,C,34543
嗮,sǎi,S,34544
嗰,go,G,34545
嗱,nà,N,34546
嗴,qiāng,Q,34547
嗶,bì,B,34548
嗸,áo,A,34549
嗹,lián,L,34550
嗺,zuī,Z,34551
嗻,zhē,Z,34552
嗼,mò,M,34553
嗿,tǎn,T,34554
嘂,jiào,J,34555
嘃,chōng,C,34556
嘄,jiāo,J,34557
嘅,gé,G,34558
嘆,tàn,T,34624
嘇,shān,S,34625
嘊,ái,A,34626
嘋,xiào,X,34627
嘍,lou,L,34628
嘐,jiāo,J,34629
嘑,hū,H,34630
嘒,huì,H,34631
嘓,guō,G,34632
嘔,ǒu,O,34633
嘕,xiān,X,34634
嘖,zé,Z,34635
嘗,cháng,C,34636
嘙,pó,P,34637
嘚,dē,D,34638
嘜,mà,M,34639
嘝,hú,H,34640
嘠,gá,G,34641
嘡,tāng,T,34642
嘢,yě,Y,34643
嘥,sāi,S,34644
嘦,jiào,J,34645
嘨,xiào,X,34646
嘩,huá,H,34647
嘪,mǎi,M,34648
嘫,rán,R,34649
嘮,lào,L,34650
嘯,xiào,X,34651
嘰,jī,J,34652
嘳,kuì,K,34653
嘵,xiāo,X,34654
嘷,háo,H,34655
嘸,mú,M,34656
嘺,qiáo,Q,34657
嘼,xù,X,34658
嘽,tān,T,34659
